"name","iata_code","icao_code","callsign","country","active","headquarters","founded","fleet_size","destinations","alliance"
"Aerolineas Pacifico Atlantico","","APP"," S.A. (Apair)","AEROPERLAS",false,,,,,
"Aspen Aviation","","APQ","ASPEN BASE","United States",false,,,,,
"Aeropuma","","APU"," S.A.","AEROPUMA",false,,,,,
"Air Plan International","","APV","AIR PLAN","Democratic Republic of the Congo",false,,,,,
"Arrow Air","JW","APW","BIG A","United States",true,,,,,
"Apex Air Cargo","","APX","PARCEL EXPRESS","United States",false,,,,,
"APA Internacional","","APY","APA INTERNACIONAL","Dominican Republic",false,,,,,
"Aeroatlas","","AQA"," S.A.","ATCO",false,,,,,
"Aquila Air Ltd.","","AQL","AQUILA","Canada",false,,,,,
"Air Queensland","","AQN","BUSHAIR","Australia",false,,,,,
"Aluminum Company Of America","","AQO","ALCOA SHUTTLE","United States",false,,,,,
"Aviones de Renta de Quintana Roo","","AQT"," S.A. de C.V.","AVIOQUINTANA",false,,,,,
"AirQuarius Aviation","","AQU","QUARIUS","South Africa",false,,,,,
"Aerodyne Charter Company","","AQZ","QUANZA","United States",false,,,,,
"Arik Air","W3","ARA","ARIK AIR","Nigeria",true,,,,,
"Avia Air N.V.","","ARB","AVIAIR","Aruba",false,,,,,
"Air Routing International Corp.","","ARC"," ","United States",false,,,,,
"Aerocondor","2B","ARD","AEROCONDOR","Portugal",true,,,,,
"Aires","4C","ARE"," Aerovias de Integracion Regional"," S.A.",true,,,,,
"Aerolineas Argentinas","AR","ARG","ARGENTINA","Argentina",true,,,,,
"Arrowhead Airways","","ARH","ARROWHEAD","United States",false,,,,,
"Aero Vics","","ARI","AEROVICS","Mexico",false,,,,,
"Aerojet de Costa Rica","","ARJ"," S.A.","",false,,,,,
"Antillana De Navegacion Aerea","","SUN","","Dominican Republic",false,,,,,
"Aeroservicios De San Luis","","SUO","SERVICIO SANLUIS","Mexico",false,,,,,
"Aerosuper","","SUP","AEROSUPER","Mexico",false,,,,,
"Aero Link Air Services S.L.","","ARK","LINK SERVICE","Spain",false,,,,,
"Airlec - Air Aquitaine Transport","","ARL","AIRLEC","France",false,,,,,
"Aeromarket Express","","ARM","AMEX","Spain",false,,,,,
"Arrow Aviation Ltd.","","ARO","ARROW","Canada",false,,,,,
"RPA-Aviataxi Ltd.","","ARP","","Russia",false,,,,,
"Air Klaipeda","","KLD","AIR KLAIPEDA","Lithuania",false,,,,,
"Armstrong Air","","ARQ"," Inc.","ARMSTRONG",false,,,,,
"Air Armenia","QN","ARR","AIR ARMENIA","Armenia",false,,,,,
"Aeromet Servicios","","ARS","METSERVICE","Chile",false,,,,,
"Aerotal Aerolineas Territoriales de Colombia Ltda","","ART","AEROTAL","Colombia",false,,,,,
"Aravco Ltd.","","ARV","ARAVCO","United Kingdom",false,,,,,
"Aria","","ARW","ARIABIRD","France",false,,,,,
"Air Xpress","","ARX"," Inc.","AIREX",false,,,,,
"Airline Alania","","OST","ALANIA","Russia",false,,,,,
"Air Tchad","","HTT","HOTEL TANGO","Chad",false,,,,,
"Aerloineas de Techuacan","","HUC","LINEAS TEHUACAN","Mexico",false,,,,,
"Aerotransportes Huitzilin","","HUT","AEROHUITZILIN","Mexico",false,,,,,
"Aero Transportes Del Humaya","","HUY","AERO HUMAYA","Mexico",false,,,,,
"Argosy Airways","","ARY","GOSEY","United States",false,,,,,
"Air Resorts","","ARZ","AIR RESORTS","United States",false,,,,,
"Alaska Airlines","AS","ASA"," Inc.","ALASKA",true,,,,,
"Air-Spray 1967 Ltd.","","ASB","AIR SPRAY","Canada",false,,,,,
"Air Star Corporation","","ASC","AIR STAR","Canada",false,,,,,
"Air Sinai","4D","ASD","AIR SINAI","Egypt",true,,,,,
"Air Schefferville","","ASF"," Inc.","SCHEFF",false,,,,,
"African Star Airways (PTY) Ltd.","","ASG","AFRICAN STAR","South Africa",false,,,,,
"Aerosun International","","ASI"," Inc.","AEROSUN",false,,,,,
"Air Satellite","","ASJ","SATELLITE","Canada",false,,,,,
"Awesome Flight Services (PTY) Ltd.","","ASM","AWESOME","South Africa",false,,,,,
"Air and Sea Transport","","ASN"," ","Russia",false,,,,,
"Aero Slovakia","","ASO","AERO NITRA","Slovakia",false,,,,,
"Airsprint","","ASP","AIRSPRINT","Canada",false,,,,,
"Atlantic Southeast Airlines","EV","ASQ","ACEY","United States",true,,,,,
"All Star Airlines","","ASR"," Inc.","ALL STAR",false,,,,,
"Air Class","","ASS"," S.A. de C.V.","AIR CLASS",false,,,,,
"Aerlineas Del Oeste","","AST","AEROESTE","Mexico",false,,,,,
"Aviones Are","","NRE","AVIONES ARE","Mexico",false,,,,,
"Air Nepal International","","NPL","AIR NEPAL","Nepal",false,,,,,
"Air Napier","","NPR","","New Zealand",false,,,,,
"Air Taxi & Cargo","","WAM","TAXI CARGO","Sudan",false,,,,,
"Arrow Panama","","WAP","ARROW PANAMA","Panama",false,,,,,
"Astravia-Bissau Air Transports Ltd.","","ASV","ASTRAVIA","Guinea-Bissau",false,,,,,
"Astrakhan Airlines","OB","ASZ","AIR ASTRAKHAN","Russia",true,,,,,
"Air Transport Association","","ATA","","United States",false,,,,,
"Atlantair Ltd.","","ATB","STARLITE","Canada",false,,,,,
"Air Tanzania","TC","ATC","TANZANIA","Tanzania",true,,,,,
"Aerotours Dominicana","","ATD","AEROTOURS","Dominican Republic",false,,,,,
"Atlantis Transportation Services","","ATE"," Ltd.","ATLANTIS CANADA",false,,,,,
"Aerotrans Airline","","ATG","BACHYT","Kazakhstan",false,,,,,
"Air Charter World","","XAC","","United States",false,,,,,
"Air Burkina","2J","VBW","BURKINA","Burkina Faso",true,,,,,
"Air Travel Corp.","","ATH","AIR TRAVEL","United States",false,,,,,
"Aero-Tropics Air Services","HC","ATI","Himalayan","Australia",true,,,,,
"Air Traffic GmbH","","ATJ","SNOOPY","Germany",false,,,,,
"AeroTACA","","ATK","AEROTACA","Colombia",false,,,,,
"Aerocentral","","ATL","CENTRALMEX","Mexico",false,,,,,
"Airlines Of Tasmania","FO","ATM","AIRTAS","Australia",true,,,,,
"Air Saint Pierre","PJ","SPM","","France",true,,,,,
"Air Transport International","8C","ATN","AIR TRANSPORT","United States",false,,,,,
"ASTRAL Colombia - Aerotransportes Especiales Ltda.","","ATP","ASTRAL","Colombia",false,,,,,
"Air Transport Schiphol","","ATQ","MULTI","Netherlands",false,,,,,
"Aeroferinco","","FEO","FERINCO","Mexico",false,,,,,
"Aero Taxis Y Servicios Alfe","","FES","AERO ALFE","Mexico",false,,,,,
"Avialesookhrana","","FFA","AVIALESOOKHRANA","Russia",false,,,,,
"Africair Service","","FFB","FOXTROT FOXTROT","Senegal",false,,,,,
"Atlas Airlines","","ATR","ATLAS-AIR","United States",false,,,,,
"Air Transport Service","","ATS","","Democratic Republic of the Congo",false,,,,,
"Aer Turas","","ATT","AERTURAS","Ireland",false,,,,,
"Atlant Aerobatics Ltd.","","ATU","ATLANT HUNGARY","Hungary",false,,,,,
"Avanti Air","","ATV","AVANTI AIR","Germany",false,,,,,
"Aero Trades (Western) Ltd.","","ATW","AERO TRADES","Canada",false,,,,,
"Austrian Airlines","OS","AUA","AUSTRIAN","Austria",true,,,,,
"Air Southwest","","WOW","SWALLOW","United Kingdom",true,,,,,
"Augsburg Airways","IQ","AUB","AUGSBURG-AIR","Germany",true,,,,,
"Air Corporate","","CPV","AIRCORPORATE","Italy",false,,,,,
"Aviastar-Tu","","TUP","TUPOLEVAIR","Russia",false,,,,,
"AirBridge Cargo","RU","ABW","AIRBRIDGE CARGO","Russia",true,,,,,
"ATUR","","TUR","","Ecuador",true,,,,,
"ATESA Aerotaxis Ecuatorianos","","TXU","ATESA","Ecuador",false,,,,,
"Austin Express","","TXX","COWBOY","United States",false,,,,,
"Audi Air","","AUD"," Inc.","AUDI AIR",false,,,,,
"Augusta Air Luftfahrtunternehmen","","AUF","AUGUSTA","Germany",false,,,,,
"Abu Dhabi Amiri Flight","MO","AUH","SULTAN","United Arab Emirates",false,,,,,
"Aeroflot-Nord","5N","AUL","DVINA","Russia",true,,,,,
"Air Atlantic Uruguay","","AUM","ATLAMUR","Uruguay",false,,,,,
"Aviones Unidos","","AUN","AVIONES UNIDOS","Mexico",false,,,,,
"Avia Business Group","","AUP","","Russia",false,,,,,
"Aero Servicios Expecializados","","SVE","AEROESPECIAL","Mexico",false,,,,,
"Aurigny Air Services","GR","AUR","AYLINE","United Kingdom",false,,,,,
"Aus-Air","NO","AUS","MOONFLOWER","Australia",false,,,,,
"Austral Lineas Aereas","AU","AUT","AUSTRAL","Argentina",true,,,,,
"Aurora Aviation","","AUU"," Inc.","AURORA AIR",false,,,,,
"Air Uganda International Ltd.","","AUX","","Uganda",false,,,,,
"Aerolineas Uruguayas","","AUY"," S.A.","AUSA",false,,,,,
"Australian Airlines","AO","AUZ","AUSTRALIAN","Australia",true,,,,,
"Avianca - Aerovias Nacionales de Colombia","AV","AVA"," S.A.","AVIANCA",true,,,,,
"Aviation Beaufort","","AVB","BEAUPAIR","United Kingdom",false,,,,,
"Alamo Aviacion","","AVD"," S.L.","ALAMO",false,,,,,
"Aviair Aviation Ltd.","","AVF","CARIBOO","Canada",false,,,,,
"Air Falcon","","AVG","DJIBOUTI FALCON","Djibouti",false,,,,,
"AV8 Helicopters","","AVH","KENT HELI","United Kingdom",false,,,,,
"Avia Traffic Company","","AVJ","ATOMIC","Kyrgyzstan",false,,,,,
"AV8 Helicopters","","AVK","AVIATE-COPTER","South Africa",false,,,,,
"Aviacion Ejecutiva Mexicana","","AVM"," S.A.","AVEMEX",false,,,,,
"Air Vanuatu","NF","AVN","AIR VAN","Vanuatu",true,,,,,
"Aviation at Work","","AVO","AVIATION WORK","South Africa",false,,,,,
"Avcorp Registrations","","AVP","AVCORP","United Kingdom",false,,,,,
"Alfa Aerospace","","LFP","ALFA-SPACE","Australia",false,,,,,
"Atlantic Airfreight Aviation","","LFR","LANFREIGHT","Sao Tome and Principe",false,,,,,
"Aerolift Company","","LFT","LIFTCO","Sierra Leone",false,,,,,
"Aviation Services","","AVQ"," Inc.","AQUILINE",false,,,,,
"Active Aero Charter","","AVR"," Inc.","ACTIVE AERO",false,,,,,
"Avialsa T-35","","AVS","AVIALSA","Spain",false,,,,,
"Asia Avia Airlines","","AVT","ASIAVIA","Indonesia",false,,,,,
"Avia Sud A","","AVU","AVIASUD","France",false,,,,,
"Airvantage Incorporated","","AVV","AIRVANTAGE","United States",false,,,,,
"Aviator Airways","","AVW","AVIATOR","Greece",false,,,,,
"Aviapaslauga","","AVX","PASLAUGA","Lithuania",false,,,,,
"ASL","","XXX","","Belgium",false,,,,,
"Air Yugoslavia","","YRG","YUGAIR","Serbia",false,,,,,
"Airlink Zambia","K8","ZAK","ZAMBIA SKIES","Zambia",true,,,,,
"Agence Nationale des Aerodromes et de la Meteorologie","","ZZM","","Ivory Coast",false,,,,,
"Airbus Transport International","","BGA","BELOUGA","France",false,,,,,
"Air Bangladesh","B9","BGD","AIR BANGLA","Bangladesh",true,,,,,
"Aviodetachment-28","","BGF","BULGARIAN","Bulgaria",false,,,,,
"Aero BG","","BGG","AERO BG","Mexico",false,,,,,
"Aerotaxis De La Bahia","","BHC","BAHIA","Mexico",false,,,,,
"Air Mediterranee","DR","BIE","MEDITERRANEE","France",true,,,,,
"Aviaservice","","BIV","AVIASERVICE","Georgia",false,,,,,
"Aerolineas De El Salvador","","SZA","AESA","El Salvador",false,,,,,
"Swaziland Airlink","","SZL","SWAZILINK","Swaziland",false,,,,,
"Air Moorea","","TAH","AIR MOOREA","France",true,,,,,
"Aerovaradero","","AVY"," S.A.","AEROVARADERO",false,,,,,
"Air Valencia","","AVZ","AIR VALENCIA","Spain",false,,,,,
"Airways International","","AWB"," Inc.","AIRNAT",false,,,,,
"Airwork","","AWK","AIRWORK","New Zealand",false,,,,,
"Australian Wetleasing","","AWL","AUSSIEWORLD","Australia",false,,,,,
"Air Niamey","","AWN","AIR NIAMEY","Niger",false,,,,,
"Awood Air Ltd.","","AWO","AWOOD AIR","Canada",false,,,,,
"Arctic Wings And Rotors Ltd.","","AWR","ARCTIC WINGS","Canada",false,,,,,
"Auo Airclub AIST-M","","ISM","STORK","Russia",false,,,,,
"Arab Wings","","AWS","ARAB WINGS","Jordan",false,,,,,
"Air West","","AWT","AIR WEST","Canada",false,,,,,
"Aeroline GmbH","7E","AWU","SYLT-AIR","Germany",true,,,,,
"Airwave Transport","","AWV"," Inc.","AIRWAVE",false,,,,,
"Air Wales","6G","AWW","RED DRAGON","United Kingdom",true,,,,,
"Aeroway","","AWY"," S.L.","AEROWEE",false,,,,,
"Air Caraïbes","TX","FWI","FRENCH WEST","France",true,,,,,
"AirWest","","AWZ"," ","Sudan",false,,,,,
"Air India Express","IX","AXB","EXPRESS INDIA","India",true,,,,,
"Air Express","","AXD","AIR SUDEX","Sudan",false,,,,,
"Asian Express Airlines","HJ","AXF","FREIGHTEXPRESS","Australia",false,,,,,
"Aeromexhaga","","AXH","AEROMEXHAGA","Mexico",false,,,,,
"Aeron International Airlines","","AXI"," Inc.","AIR FREIGHTER",false,,,,,
"African Express Airways","","AXK","EXPRESS JET","Kenya",false,,,,,
"Air Exel","XT","AXL","EXEL COMMUTER","Netherlands",true,,,,,
"AirAsia","AK","AXM","ASIAN EXPRESS","Malaysia",true,,,,,
"Alexandair","","AXN","ALEXANDROS","Greece",false,,,,,
"Aeromax","","AXP","AEROMAX SPAIN","Spain",false,,,,,
"Action Airlines (Action Air Charter)","","AXQ","ACTION AIR","United States",false,,,,,
"Alberni Airways","","BNI","ALBERNI","Canada",false,,,,,
"Aerolineas Bonanza","","BNZ","AERO BONANZA","Mexico",false,,,,,
"Aerobona","","BOC","AEROBONA","Mexico",false,,,,,
"Aboitiz Air","","BOI","ABAIR","Philippines",false,,,,,
"Axel Rent","","AXR"," S.A.","RENTAXEL",false,,,,,
"Altus Airlines","","AXS","ALTUS","United States",false,,,,,
"Aviaxess","","AXV","AXAVIA","France",false,,,,,
"Avioimpex A.D.p.o.","","AXX","IMPEX","Macedonia",false,,,,,
"Aladia Airlines","","AYD","AIRLINES ALADIA","Mexico",false,,,,,
"Aykavia Aircompany","","AYK","","Armenia",false,,,,,
"Airman","","AYM"," S.L.","AIRMAN",false,,,,,
"Atlantic Airlines","","AYN"," S.A.","ATLANTIC NICARAGUA",false,,,,,
"Awsaj Aviation Services","","AYS","","Libya",false,,,,,
"Ayeet Aviation & Tourism","","AYT","AYEET","Israel",false,,,,,
"Atlant-Soyuz Airlines","3G","AYZ","ATLANT-SOYUZ","Russia",true,,,,,
"Alitalia","AZ","AZA","ALITALIA","Italy",true,,,,,
"Azamat","","AZB","TUMARA","Kazakhstan",false,,,,,
"Arcus-Air Logistic","ZE","AZE","ARCUS AIR","Germany",true,,,,,
"Air Zermatt AG","","AZF","AIR ZERMATT","Switzerland",false,,,,,
"Azalhelikopter","","AZK","AZALHELICOPTER","Azerbaijan",false,,,,,
"Africa One","","AZL","SKY AFRICA","Zambia",false,,,,,
"Aerocozumel","","AZM","AEROCOZUMEL","Mexico",false,,,,,
"Amaszonas","Z8","AZN","","Bolivia",true,,,,,
"Arizona Pacific Airways","","AZP","ARIZONA PACIFIC","United States",false,,,,,
"Aviacon Zitotrans Air Company","","AZS","ZITOTRANS","Russia",false,,,,,
"Azimut","","AZT"," S.A.","AZIMUT",false,,,,,
"Azov Avia Airlines","","AZV","AZOV AVIA","Ukraine",false,,,,,
"Air Zimbabwe","UM","AZW","AIR ZIMBABWE","Zimbabwe",true,,,,,
"Aero Jomacha","","MHC","AERO JOMACHA","Mexico",false,,,,,
"Air Memphis","","MHS","AIR MEMPHIS","Egypt",false,,,,,
"Air Memphis","","MHU","MEPHIS UGANDA","Uganda",false,,,,,
"Air Marrakech Service","","MKH","AIR MARRAKECH","Morocco",false,,,,,
"Air Max Africa","","AZX","AZIMA","Gabon",false,,,,,
"Arizona Airways","","AZY"," Inc.","ARIZAIR",false,,,,,
"Azza Transport","","AZZ","AZZA TRANSPORT","Sudan",false,,,,,
"Air Continental Inc","","NAR","NIGHT AIR","United States",false,,,,,
"Antanik-Air","","NAU","ANTANIK","Ukraine",false,,,,,
"Air Newark","","NER","NEWAIR","United States",false,,,,,
"Aircraft Support and Services","","NFF","","Lebanon",false,,,,,
"Aerobanana","","OBA","AEROBANANA","Mexico",false,,,,,
"Amako Airlines","","OBK","AMAKO AIR","Nigeria",false,,,,,
"Aserca Airlines","R7","OCA","AROSCA","Venezuela",true,,,,,
"Afrique CArgo Service Senegal","","NFS","","Senegal",false,,,,,
"Angoservice","","NGC","ANGOSERVICE","Angola",false,,,,,
"Angel Airlines","","NGE","ANGEL AIR","Thailand",false,,,,,
"Angel Flight America","","NGF","ANGEL FLIGHT","United States",false,,,,,
"Air Atonabee","","OUL","CITY EXPRESS","Canada",false,,,,,
"Aero Nova","","OVA","AERONOVA","Spain",false,,,,,
"Amira Air","","XPE","EXPERT","Austria",false,,,,,
"Aero Express Intercontinental","","XSS","INTER EXPRESS","Mexico",false,,,,,
"Advance Aviation Services","","XTJ","","United States",false,,,,,
"Air Libya Tibesti","","TLR","AIR LIBYA","Libya",false,,,,,
"Aerovic","","OVC","","Ecuador",false,,,,,
"Airventure","","RVE","AIRVENTURE","Belgium",false,,,,,
"Aero Servicios","","RVI","AERO SERVICIOS","Mexico",false,,,,,
"Airvallee","","RVL","AIR VALLEE","Italy",false,,,,,
"Aeromover","","OVE","AEROMOVER","Mexico",false,,,,,
"Aerovias Ejecutivas","","OVI","VIAS EJECUTIVAS","Mexico",false,,,,,
"Aero Servicio Pity","","PTD","PITY","Mexico",false,,,,,
"Aero Copter","","PTE","","Mexico",false,,,,,
"Rossiya-Russian Airlines","FV","SDM","PULKOVO","Russia",true,,,,,
"Air Pal","","PLL","AIRPAL","Spain",false,,,,,
"Air Pullmantur","","PLM","PULLMANTUR","Spain",false,,,,,
"Aviaexpress","RX","AEH","Avex","Hungary",true,,,,,
"Aviones Para Servirle","","PSG","SERVIAVIONES","Mexico",false,,,,,
"Avio Sluzba","","SLU","AVIO SLUZBA","Serbia",false,,,,,
"Air Scorpio","","SCU","SCORPIO UNIVERS","Bulgaria",false,,,,,
"Air Spirit","","SIP","AIR SPIRIT","United States",false,,,,,
"Alatau Airlines","","BMV","OLIGA","Kazakhstan",false,,,,,
"Aviateca","","GUG","AVIATECA","Guatemala",false,,,,,
"Aroostook Aviation","","PXX","PINE STATE","United States",false,,,,,
"Aeropycsa","","PYC","AEROPYCSA","Mexico",false,,,,,
"Association of Private Pilots of Kazakhstan","","PVK","BORIS","Kazakhstan",false,,,,,
"The Amiri Flight","","BAH","BAHRAIN","Bahrain",false,,,,,
"Aero Services","","BAS","AEROSERV","Barbados",false,,,,,
"Ababeel Aviation","","BBE","BABEL AIR","Sudan",false,,,,,
"Air Bashkortostan","","BBT","AGYDAL","Russia",false,,,,,
"Ambulance Air Africa","","MCY","MERCY","South Africa",false,,,,,
"American Eagle Airlines","MQ","EGF","EAGLE FLIGHT","United States",true,,,,,
"Aeropuelche","","PUE","PUELCHE","Chile",false,,,,,
"Aeroput","","PUT","","Serbia",false,,,,,
"Azzurra Air","","AZI","AZZURRA","Italy",false,,,,,
"Airshop","FF","TOW","TEE AIR","Netherlands",true,,,,,
"African Transport Trading and Investment Company","ML","MAV","Maldivo","Sudan",true,,,,,
"AD Aviation","","VUE","FLIGHTVUE","United Kingdom",true,,,,,
"Aero Costa Taxi Aereo","","XCT","AEROCOSTAXI","Mexico",false,,,,,
"Aerovitro","","VRO","AEROVITRO","Mexico",false,,,,,
"Aerotaxi Villa Rica","","VRI","VILLARICA","Mexico",false,,,,,
"Aerovega","","VEG","AEROVEGA","Mexico",false,,,,,
"Aerovilla","","VVG","AEROVILLA","Colombia",false,,,,,
"Aerolineas Villaverde","","VLR","VILLAVERDE","Mexico",false,,,,,
"Aero Air","","WIL","WILLIAMETTE","United States",false,,,,,
"Aero Ejecutivos","","VEJ","VENEJECUTIV","Venezuela",false,,,,,
"Aero Industries Inc","","WAB","WABASH","United States",false,,,,,
"Aero Servicios Vanguardia","","VNG","VANGUARDIA","Mexico",false,,,,,
"Aero Taxi Los Valles","","VAD","VALLES","Spain",false,,,,,
"Aero Vilamoura","","VMR","AERO VILAMOURA","Portugal",false,,,,,
"Aero Virel","","VLS","VIREL","Mexico",false,,,,,
"Aeronautical Radio Inc","","XAA","","United States",false,,,,,
"Aerovuelox","","VUO","AEROVUELOX","Mexico",false,,,,,
"Aeronaves TSM","","VTM","AERONAVES TSM","Mexico",false,,,,,
"Air Ivoire","VU","VUN","AIRIVOIRE","Ivory Coast",true,,,,,
"Air Botswana","BP","BOT","BOTSWANA","Botswana",true,,,,,
"Air-Rep","","XPR","","United States",false,,,,,
"Air Excel","","XLL","TINGA-TINGA","Tanzania",false,,,,,
"Air Evans","","VAE","AIR-EVANS","Spain",false,,,,,
"Air Sorel","","WHY","AIR SOREL","Canada",false,,,,,
"Air Net Private Charter","","WDR","WIND RIDER","United States",false,,,,,
"Air Executive Charter","","XEC","","Germany",false,,,,,
"Air Foyle","GS","UPA","FOYLE","United Kingdom",false,,,,,
"Air Midwest","","VTY","VICTORY","Nigeria",false,,,,,
"Air Tahiti","VT","VTA","AIR TAHITI","French Polynesia",true,,,,,
"Air Urga","3N","URG","URGA","Ukraine",false,,,,,
"Air Vardar","","VDR","VARDAR","Macedonia",false,,,,,
"Air VIA","VL","VIM","","Bulgaria",true,,,,,
"Air Walser","","WLR","AIRWALSER","Italy",false,,,,,
"Aircompany Rosavia","","URA","ROSAVIA","Ukraine",false,,,,,
"Aircraft Performance Group","","XLB","","United States",false,,,,,
"Airwaves Airlink","","WLA","AIRLIMITED","Zambia",false,,,,,
"Airways Corporation of New Zealand","","XFX","AIRCORP","New Zealand",false,,,,,
"Airways","","WAY","GARONNE","France",false,,,,,
"Airwings oy","","WGS","AIRWINGS","Finland",false,,,,,
"Airkenya","","XAK","SUNEXPRESS","Kenya",false,,,,,
"Air-Lift Associates","","WPK","WOLFPACK","United States",false,,,,,
"Airtrans Ltd","","VAB","","Russia",false,,,,,
"ARP 410 Airlines","","URP","AIR-ARP","Ukraine",false,,,,,
"Auckland Regional Rescue Helicopter Trust","","WPR","WESTPAC RESCUE","New Zealand",false,,,,,
"Aurora Airlines","","URR","AIR AURORA","Slovenia",false,,,,,
"Austro Aereo","","UST","AUSTRO AEREO","Ecuador",false,,,,,
"Aviation Partners","","WLT","WINGLET","United States",false,,,,,
"Avialift Vladivostok","","VLV","VLADLIFT","Russia",false,,,,,
"Aviacion Comercial de America","","VME","AVIAMERICA","Mexico",false,,,,,
"Aviast Air","","VVA","IALSI","Russia",false,,,,,
"Aviation North","","WLV","WOLVERINE","United States",false,,,,,
"Africa West","FK","WTA","WEST TOGO","Togo",true,,,,,
"Avient Air Zambia","","VNT","AVIENT","Zambia",false,,,,,
"Aviazur","","VZR","IAZUR","France",false,,,,,
"Aviaprad","","VID","AVIAPRAD","Russia",false,,,,,
"Avirex","G2","VXG","AVIREX-GABON","Gabon",false,,,,,
"Aviaexpress Aircompany","","VXX","EXPRESSAVIA","Ukraine",false,,,,,
"AMR Services Corporation","","XAM","ALLIANCE","United States",false,,,,,
"Airline Operations Services","","XAO","","United States",false,,,,,
"Airlines 400","","VAZ","REMONT AIR","Russia",false,,,,,
"ATRAN Cargo Airlines","V8","VAS","ATRAN","Russian Federation",true,,,,,
"Ameravia","","VAM","AMERAVIA","Uruguay",false,,,,,
"Angkor Air","","VAV","AIR ANGKOR","Cambodia",false,,,,,
"AVB-2004 Ltd","","VBC","AIR VICTOR","Bulgaria",false,,,,,
"ASECNA","","XKX","","France",false,,,,,
"AT and T Aviation Division","","XAT","","United States",false,,,,,
